date,edit_count,unique_editors,avg_size_change,total_size_change,topic
2006-12-05,1,1,-4.0,-4.0,"Tesla,_Inc."
2006-12-14,1,1,-73.0,-73.0,"Tesla,_Inc."
2006-12-16,1,1,-47.0,-47.0,"Tesla,_Inc."
2006-12-18,1,1,-22.0,-22.0,"Tesla,_Inc."
2007-01-04,1,1,0.0,0.0,"Tesla,_Inc."
2007-01-05,1,1,-12.0,-12.0,"Tesla,_Inc."
2007-01-06,1,1,1.0,1.0,"Tesla,_Inc."
2007-01-07,1,1,-31.0,-31.0,"Tesla,_Inc."
2007-01-21,1,1,2.0,2.0,"Tesla,_Inc."
2007-01-24,1,1,0.0,0.0,"Tesla,_Inc."
2007-01-26,1,1,5.0,5.0,"Tesla,_Inc."
2007-01-29,3,2,-97.33333333333333,-292.0,"Tesla,_Inc."
2007-02-01,3,2,0.6666666666666666,2.0,"Tesla,_Inc."
2007-02-04,1,1,-2.0,-2.0,"Tesla,_Inc."
2007-02-10,1,1,76.0,76.0,"Tesla,_Inc."
2007-02-15,3,3,-118.33333333333333,-355.0,"Tesla,_Inc."
2007-02-19,1,1,-159.0,-159.0,"Tesla,_Inc."
2007-02-20,5,4,-57.6,-288.0,"Tesla,_Inc."
2007-02-26,1,1,0.0,0.0,"Tesla,_Inc."
2007-02-27,1,1,-61.0,-61.0,"Tesla,_Inc."
2007-03-02,1,1,-97.0,-97.0,"Tesla,_Inc."
2007-03-07,1,1,-20.0,-20.0,"Tesla,_Inc."
2007-03-08,1,1,-4.0,-4.0,"Tesla,_Inc."
2007-03-10,1,1,-585.0,-585.0,"Tesla,_Inc."
2007-03-14,1,1,-4.0,-4.0,"Tesla,_Inc."
2007-03-16,24,2,-172.33333333333334,-4136.0,"Tesla,_Inc."
2007-03-17,3,2,-32.0,-96.0,"Tesla,_Inc."
2007-03-22,10,3,-62.9,-629.0,"Tesla,_Inc."
2007-03-23,1,1,5.0,5.0,"Tesla,_Inc."
2007-03-24,1,1,-20.0,-20.0,"Tesla,_Inc."
2007-03-25,1,1,-99.0,-99.0,"Tesla,_Inc."
2007-03-26,1,1,-6.0,-6.0,"Tesla,_Inc."
2007-03-28,1,1,-15.0,-15.0,"Tesla,_Inc."
2007-03-30,2,2,64.0,128.0,"Tesla,_Inc."
2007-04-08,1,1,3.0,3.0,"Tesla,_Inc."
2007-04-11,3,1,-87.0,-261.0,"Tesla,_Inc."
2007-04-12,1,1,8.0,8.0,"Tesla,_Inc."
2007-04-13,1,1,79.0,79.0,"Tesla,_Inc."
2007-04-15,3,2,-113.0,-339.0,"Tesla,_Inc."
2007-04-18,3,2,43.0,129.0,"Tesla,_Inc."
2007-04-19,7,1,-30.285714285714285,-212.0,"Tesla,_Inc."
2007-04-20,2,1,8.0,16.0,"Tesla,_Inc."
2007-04-22,2,2,-10.0,-20.0,"Tesla,_Inc."
2007-04-23,14,5,-8.142857142857142,-114.0,"Tesla,_Inc."
2007-04-27,1,1,167.0,167.0,"Tesla,_Inc."
2007-05-01,1,1,-3.0,-3.0,"Tesla,_Inc."
2007-05-08,1,1,0.0,0.0,"Tesla,_Inc."
2007-05-10,2,1,15.5,31.0,"Tesla,_Inc."
2007-05-11,1,1,1.0,1.0,"Tesla,_Inc."
2007-05-12,2,1,-12.5,-25.0,"Tesla,_Inc."
2007-05-15,1,1,10.0,10.0,"Tesla,_Inc."
2007-05-20,1,1,-25.0,-25.0,"Tesla,_Inc."
2007-05-22,1,1,-16.0,-16.0,"Tesla,_Inc."
2007-05-27,1,1,9.0,9.0,"Tesla,_Inc."
2007-05-31,1,1,-121.0,-121.0,"Tesla,_Inc."
2007-06-03,1,1,-14.0,-14.0,"Tesla,_Inc."
2007-06-04,6,3,13.333333333333334,80.0,"Tesla,_Inc."
2007-06-05,1,1,-60.0,-60.0,"Tesla,_Inc."
2007-06-08,1,1,12.0,12.0,"Tesla,_Inc."
2007-06-09,3,2,21.666666666666668,65.0,"Tesla,_Inc."
2007-06-12,2,1,-1.5,-3.0,"Tesla,_Inc."
2007-06-18,1,1,13.0,13.0,"Tesla,_Inc."
2007-06-20,1,1,-21.0,-21.0,"Tesla,_Inc."
2007-06-24,1,1,-16.0,-16.0,"Tesla,_Inc."
2007-06-25,2,2,-96.5,-193.0,"Tesla,_Inc."
2007-07-05,1,1,-20.0,-20.0,"Tesla,_Inc."
2007-07-06,1,1,27.0,27.0,"Tesla,_Inc."
2007-07-07,1,1,-285.0,-285.0,"Tesla,_Inc."
2007-07-12,1,1,163.0,163.0,"Tesla,_Inc."
2007-07-18,1,1,-17.0,-17.0,"Tesla,_Inc."
2007-07-20,4,2,-5.75,-23.0,"Tesla,_Inc."
2007-07-21,1,1,-4.0,-4.0,"Tesla,_Inc."
2007-07-23,2,1,-79.5,-159.0,"Tesla,_Inc."
2007-07-24,3,2,-47.0,-141.0,"Tesla,_Inc."
2007-07-26,6,1,33.0,198.0,"Tesla,_Inc."
2007-07-31,1,1,29.0,29.0,"Tesla,_Inc."
2007-08-01,1,1,-129.0,-129.0,"Tesla,_Inc."
2007-08-06,1,1,-2.0,-2.0,"Tesla,_Inc."
2007-08-08,1,1,-249.0,-249.0,"Tesla,_Inc."
2007-08-09,2,1,-83.5,-167.0,"Tesla,_Inc."
2007-08-10,1,1,-44.0,-44.0,"Tesla,_Inc."
2007-08-14,1,1,-109.0,-109.0,"Tesla,_Inc."
2007-08-16,2,2,55.5,111.0,"Tesla,_Inc."
2007-08-17,1,1,2.0,2.0,"Tesla,_Inc."
2007-08-19,1,1,-22.0,-22.0,"Tesla,_Inc."
2007-08-21,5,2,-41.0,-205.0,"Tesla,_Inc."
2007-09-04,1,1,-26.0,-26.0,"Tesla,_Inc."
2007-09-07,1,1,-20.0,-20.0,"Tesla,_Inc."
2007-09-08,1,1,-408.0,-408.0,"Tesla,_Inc."
2007-09-11,1,1,58.0,58.0,"Tesla,_Inc."
2007-09-19,2,2,-9.0,-18.0,"Tesla,_Inc."
2007-09-30,5,2,-11.0,-55.0,"Tesla,_Inc."
2007-10-01,1,1,-17.0,-17.0,"Tesla,_Inc."
2007-10-04,1,1,16.0,16.0,"Tesla,_Inc."
2007-10-07,1,1,-16.0,-16.0,"Tesla,_Inc."
2007-10-08,1,1,18.0,18.0,"Tesla,_Inc."
2007-10-09,2,1,-4.5,-9.0,"Tesla,_Inc."
2007-10-10,6,1,-9.833333333333334,-59.0,"Tesla,_Inc."
2007-10-14,1,1,-3.0,-3.0,"Tesla,_Inc."
2007-10-16,1,1,-46.0,-46.0,"Tesla,_Inc."
2007-10-17,5,2,-37.8,-189.0,"Tesla,_Inc."
2007-10-29,1,1,-119.0,-119.0,"Tesla,_Inc."
2007-11-04,1,1,-12.0,-12.0,"Tesla,_Inc."
2007-11-08,1,1,-46.0,-46.0,"Tesla,_Inc."
2007-11-09,1,1,-1.0,-1.0,"Tesla,_Inc."
2007-11-12,2,2,-6.0,-12.0,"Tesla,_Inc."
2007-11-13,1,1,2.0,2.0,"Tesla,_Inc."
2007-11-29,3,2,5.0,15.0,"Tesla,_Inc."
2007-12-03,2,1,-1.5,-3.0,"Tesla,_Inc."
2007-12-04,2,2,-0.5,-1.0,"Tesla,_Inc."
2007-12-07,1,1,-16.0,-16.0,"Tesla,_Inc."
2007-12-13,1,1,-32.0,-32.0,"Tesla,_Inc."
2007-12-19,1,1,-100.0,-100.0,"Tesla,_Inc."
2007-12-25,1,1,-101.0,-101.0,"Tesla,_Inc."
2008-01-14,7,5,27.0,189.0,"Tesla,_Inc."
2008-01-15,1,1,0.0,0.0,"Tesla,_Inc."
2008-01-16,1,1,-37.0,-37.0,"Tesla,_Inc."
2008-01-17,1,1,37.0,37.0,"Tesla,_Inc."
2008-01-22,1,1,-78.0,-78.0,"Tesla,_Inc."
2008-01-26,4,1,-44.0,-176.0,"Tesla,_Inc."
2008-01-28,2,2,-60.5,-121.0,"Tesla,_Inc."
2008-01-29,1,1,-123.0,-123.0,"Tesla,_Inc."
2008-01-31,2,2,1295.5,2591.0,"Tesla,_Inc."
2008-02-03,5,3,-529.8,-2649.0,"Tesla,_Inc."
2008-02-04,1,1,-2.0,-2.0,"Tesla,_Inc."
2008-02-06,1,1,209.0,209.0,"Tesla,_Inc."
2008-02-07,1,1,-460.0,-460.0,"Tesla,_Inc."
2008-02-09,2,2,-700.5,-1401.0,"Tesla,_Inc."
2008-02-26,2,1,-2.0,-4.0,"Tesla,_Inc."
2008-02-27,1,1,0.0,0.0,"Tesla,_Inc."
2008-03-01,1,1,-1.0,-1.0,"Tesla,_Inc."
2008-03-07,1,1,1.0,1.0,"Tesla,_Inc."
2008-03-08,2,2,-7.5,-15.0,"Tesla,_Inc."
2008-03-14,3,3,-93.33333333333333,-280.0,"Tesla,_Inc."
2008-03-21,2,2,-18.5,-37.0,"Tesla,_Inc."
2008-03-23,2,2,0.0,0.0,"Tesla,_Inc."
2008-03-24,1,1,0.0,0.0,"Tesla,_Inc."
2008-03-28,3,1,-127.33333333333333,-382.0,"Tesla,_Inc."
2008-04-05,2,2,205.0,410.0,"Tesla,_Inc."
2008-04-14,1,1,-929.0,-929.0,"Tesla,_Inc."
2008-04-16,2,1,20.5,41.0,"Tesla,_Inc."
2008-04-20,1,1,1.0,1.0,"Tesla,_Inc."
2008-04-24,1,1,-1.0,-1.0,"Tesla,_Inc."
2008-04-25,6,3,6.833333333333333,41.0,"Tesla,_Inc."
2008-05-02,1,1,-48.0,-48.0,"Tesla,_Inc."
2008-05-06,1,1,-58.0,-58.0,"Tesla,_Inc."
2008-05-07,1,1,-4.0,-4.0,"Tesla,_Inc."
2008-05-09,2,1,-32.0,-64.0,"Tesla,_Inc."
2008-05-12,1,1,-115.0,-115.0,"Tesla,_Inc."
2008-05-13,1,1,0.0,0.0,"Tesla,_Inc."
2008-05-18,1,1,-71.0,-71.0,"Tesla,_Inc."
2008-05-19,1,1,-25.0,-25.0,"Tesla,_Inc."
2008-05-24,1,1,-6.0,-6.0,"Tesla,_Inc."
2008-05-27,1,1,-32.0,-32.0,"Tesla,_Inc."
2008-05-28,3,2,79.0,237.0,"Tesla,_Inc."
2008-05-29,2,2,-63.0,-126.0,"Tesla,_Inc."
2008-06-01,1,1,0.0,0.0,"Tesla,_Inc."
2008-06-02,2,2,-20.0,-40.0,"Tesla,_Inc."
2008-06-03,1,1,20.0,20.0,"Tesla,_Inc."
2008-06-04,3,2,29.0,87.0,"Tesla,_Inc."
2008-06-05,1,1,2.0,2.0,"Tesla,_Inc."
2008-06-06,1,1,-47.0,-47.0,"Tesla,_Inc."
2008-06-08,3,2,-284.0,-852.0,"Tesla,_Inc."
2008-06-13,1,1,15.0,15.0,"Tesla,_Inc."
2008-06-15,1,1,-56.0,-56.0,"Tesla,_Inc."
2008-06-16,3,1,-83.33333333333333,-250.0,"Tesla,_Inc."
2008-06-17,1,1,1027.0,1027.0,"Tesla,_Inc."
2008-06-18,3,2,-16.666666666666668,-50.0,"Tesla,_Inc."
2008-06-21,2,1,8.5,17.0,"Tesla,_Inc."
2008-06-22,6,1,-47.666666666666664,-286.0,"Tesla,_Inc."
2008-06-26,1,1,-78.0,-78.0,"Tesla,_Inc."
2008-06-27,5,3,11.0,55.0,"Tesla,_Inc."
2008-06-29,2,2,-60.5,-121.0,"Tesla,_Inc."
2008-06-30,3,1,158.33333333333334,475.0,"Tesla,_Inc."
2008-07-01,5,4,-42.2,-211.0,"Tesla,_Inc."
2008-07-03,2,1,-82.5,-165.0,"Tesla,_Inc."
2008-07-07,3,2,7.666666666666667,23.0,"Tesla,_Inc."
2008-07-10,1,1,413.0,413.0,"Tesla,_Inc."
2008-07-16,1,1,-20.0,-20.0,"Tesla,_Inc."
2008-07-21,1,1,-53.0,-53.0,"Tesla,_Inc."
2008-07-28,1,1,53.0,53.0,"Tesla,_Inc."
2008-07-29,1,1,2.0,2.0,"Tesla,_Inc."
2008-08-02,1,1,-12.0,-12.0,"Tesla,_Inc."
2008-08-04,1,1,-280.0,-280.0,"Tesla,_Inc."
2008-08-12,1,1,-67.0,-67.0,"Tesla,_Inc."
2008-08-13,1,1,4.0,4.0,"Tesla,_Inc."
2008-08-14,1,1,1.0,1.0,"Tesla,_Inc."
2008-08-15,3,3,-1.6666666666666667,-5.0,"Tesla,_Inc."
2008-08-18,1,1,1.0,1.0,"Tesla,_Inc."
2008-08-19,2,2,-141.5,-283.0,"Tesla,_Inc."
2008-08-21,2,1,141.0,282.0,"Tesla,_Inc."
2008-08-23,1,1,-20.0,-20.0,"Tesla,_Inc."
2008-08-24,3,2,-45.0,-135.0,"Tesla,_Inc."
2008-09-05,1,1,0.0,0.0,"Tesla,_Inc."
2008-09-08,1,1,3.0,3.0,"Tesla,_Inc."
2008-09-12,1,1,-12.0,-12.0,"Tesla,_Inc."
2008-09-15,1,1,-190.0,-190.0,"Tesla,_Inc."
2008-09-24,1,1,-14.0,-14.0,"Tesla,_Inc."
2008-10-15,1,1,8.0,8.0,"Tesla,_Inc."
2008-10-17,1,1,-192.0,-192.0,"Tesla,_Inc."
2008-10-18,1,1,-92.0,-92.0,"Tesla,_Inc."
2008-10-20,4,2,21.5,86.0,"Tesla,_Inc."
2008-10-21,2,2,30.5,61.0,"Tesla,_Inc."
2008-10-25,2,1,-86.5,-173.0,"Tesla,_Inc."
2008-10-31,2,2,67.5,135.0,"Tesla,_Inc."
2008-11-05,3,2,-42.666666666666664,-128.0,"Tesla,_Inc."
2008-11-06,2,2,-62.5,-125.0,"Tesla,_Inc."
2008-11-11,3,3,-22.0,-66.0,"Tesla,_Inc."
2008-11-13,3,3,62.666666666666664,188.0,"Tesla,_Inc."
2008-11-30,4,3,162.0,648.0,"Tesla,_Inc."
2008-12-01,4,2,410.0,1640.0,"Tesla,_Inc."
2008-12-13,1,1,1.0,1.0,"Tesla,_Inc."
2009-01-04,1,1,-1.0,-1.0,"Tesla,_Inc."
2009-01-05,1,1,-646.0,-646.0,"Tesla,_Inc."
2009-01-08,1,1,-13.0,-13.0,"Tesla,_Inc."
2009-01-11,1,1,-267.0,-267.0,"Tesla,_Inc."
2009-01-15,2,1,-68.5,-137.0,"Tesla,_Inc."
2009-01-27,1,1,0.0,0.0,"Tesla,_Inc."
2009-02-02,1,1,-332.0,-332.0,"Tesla,_Inc."
2009-02-03,6,5,16.5,99.0,"Tesla,_Inc."
2009-02-04,2,2,-323.5,-647.0,"Tesla,_Inc."
2009-02-10,2,1,-63.0,-126.0,"Tesla,_Inc."
2009-02-15,13,1,53.0,689.0,"Tesla,_Inc."
2009-03-20,5,1,-76.8,-384.0,"Tesla,_Inc."
2009-03-24,1,1,-34.0,-34.0,"Tesla,_Inc."
2009-03-25,3,1,-15.333333333333334,-46.0,"Tesla,_Inc."
2009-03-26,2,2,-209.5,-419.0,"Tesla,_Inc."
2009-03-27,5,5,33.8,169.0,"Tesla,_Inc."
2009-03-28,3,3,-172.0,-516.0,"Tesla,_Inc."
2009-03-29,1,1,1.0,1.0,"Tesla,_Inc."
2009-03-30,2,2,16.0,32.0,"Tesla,_Inc."
2009-04-01,1,1,-41.0,-41.0,"Tesla,_Inc."
2009-04-02,2,1,20.5,41.0,"Tesla,_Inc."
2009-04-05,2,2,25.5,51.0,"Tesla,_Inc."
2009-04-06,1,1,-10.0,-10.0,"Tesla,_Inc."
2009-04-08,4,2,-6.5,-26.0,"Tesla,_Inc."
2009-04-10,1,1,-579.0,-579.0,"Tesla,_Inc."
2009-04-12,6,2,-0.16666666666666666,-1.0,"Tesla,_Inc."
2009-04-13,1,1,-6.0,-6.0,"Tesla,_Inc."
2009-04-15,1,1,-20.0,-20.0,"Tesla,_Inc."
2009-05-03,1,1,-221.0,-221.0,"Tesla,_Inc."
2009-05-19,3,2,-24.333333333333332,-73.0,"Tesla,_Inc."
2009-05-20,7,2,-85.14285714285714,-596.0,"Tesla,_Inc."
2009-05-21,3,3,-4.333333333333333,-13.0,"Tesla,_Inc."
2009-05-23,2,2,-246.5,-493.0,"Tesla,_Inc."
2009-05-29,8,4,1.875,15.0,"Tesla,_Inc."
2009-06-01,5,5,-2.4,-12.0,"Tesla,_Inc."
2009-06-03,5,2,-44.2,-221.0,"Tesla,_Inc."
2009-06-09,4,4,-117.25,-469.0,"Tesla,_Inc."
2009-06-13,1,1,-131.0,-131.0,"Tesla,_Inc."
2009-06-18,2,1,-39.0,-78.0,"Tesla,_Inc."
2009-06-21,6,4,-1.0,-6.0,"Tesla,_Inc."
2009-06-22,2,1,0.0,0.0,"Tesla,_Inc."
2009-06-23,1,1,-281.0,-281.0,"Tesla,_Inc."
2009-06-26,6,1,-9.166666666666666,-55.0,"Tesla,_Inc."
2009-06-27,1,1,0.0,0.0,"Tesla,_Inc."
2009-07-05,1,1,-388.0,-388.0,"Tesla,_Inc."
2009-07-06,2,2,11.0,22.0,"Tesla,_Inc."
2009-07-08,1,1,-489.0,-489.0,"Tesla,_Inc."
2009-07-09,2,1,-68.5,-137.0,"Tesla,_Inc."
2009-07-10,2,1,58.5,117.0,"Tesla,_Inc."
2009-07-12,2,2,-51.0,-102.0,"Tesla,_Inc."
2009-07-13,1,1,-20.0,-20.0,"Tesla,_Inc."
2009-07-16,1,1,-81.0,-81.0,"Tesla,_Inc."
2009-07-18,3,1,-95.0,-285.0,"Tesla,_Inc."
2009-07-21,2,2,11.0,22.0,"Tesla,_Inc."
2009-07-23,1,1,-111.0,-111.0,"Tesla,_Inc."
2009-07-25,10,2,-294.5,-2945.0,"Tesla,_Inc."
2009-07-30,9,2,-263.77777777777777,-2374.0,"Tesla,_Inc."
2009-07-31,5,2,5.0,25.0,"Tesla,_Inc."
2009-08-01,4,2,-1279.5,-5118.0,"Tesla,_Inc."
2009-08-02,3,1,356.6666666666667,1070.0,"Tesla,_Inc."
2009-08-03,7,1,-334.42857142857144,-2341.0,"Tesla,_Inc."
2009-08-06,1,1,240.0,240.0,"Tesla,_Inc."
2009-08-08,3,3,-291.0,-873.0,"Tesla,_Inc."
2009-08-18,10,1,-208.7,-2087.0,"Tesla,_Inc."
2009-08-26,5,1,-12.0,-60.0,"Tesla,_Inc."
2009-08-27,1,1,-146.0,-146.0,"Tesla,_Inc."
2009-09-01,1,1,-24.0,-24.0,"Tesla,_Inc."
2009-09-12,1,1,-663.0,-663.0,"Tesla,_Inc."
2009-09-14,1,1,-468.0,-468.0,"Tesla,_Inc."
2009-09-15,2,2,-184.5,-369.0,"Tesla,_Inc."
2009-09-22,1,1,-230.0,-230.0,"Tesla,_Inc."
2009-09-27,1,1,-518.0,-518.0,"Tesla,_Inc."
2009-09-30,3,2,-5.0,-15.0,"Tesla,_Inc."
2009-10-02,3,1,-12.666666666666666,-38.0,"Tesla,_Inc."
2009-10-04,2,2,-14.5,-29.0,"Tesla,_Inc."
2009-10-05,4,2,-18.5,-74.0,"Tesla,_Inc."
2009-10-07,4,1,-15.25,-61.0,"Tesla,_Inc."
2009-10-08,4,2,19.75,79.0,"Tesla,_Inc."
2009-10-09,4,1,-459.5,-1838.0,"Tesla,_Inc."
2009-10-10,1,1,-558.0,-558.0,"Tesla,_Inc."
2009-10-12,8,4,-259.875,-2079.0,"Tesla,_Inc."
2009-10-13,4,2,148.25,593.0,"Tesla,_Inc."
2009-10-15,1,1,4.0,4.0,"Tesla,_Inc."
2009-10-20,1,1,-29.0,-29.0,"Tesla,_Inc."
2009-10-22,3,3,-145.66666666666666,-437.0,"Tesla,_Inc."
2009-10-25,5,4,-164.2,-821.0,"Tesla,_Inc."
2009-10-27,2,1,-204.5,-409.0,"Tesla,_Inc."
2009-11-02,2,2,-569.0,-1138.0,"Tesla,_Inc."
2009-11-09,2,1,48.5,97.0,"Tesla,_Inc."
2009-11-12,2,1,-50.5,-101.0,"Tesla,_Inc."
2009-11-15,7,3,9.714285714285714,68.0,"Tesla,_Inc."
2009-11-17,1,1,23.0,23.0,"Tesla,_Inc."
2009-11-18,1,1,-6.0,-6.0,"Tesla,_Inc."
2009-11-21,3,3,24.0,72.0,"Tesla,_Inc."
2009-11-30,1,1,-38.0,-38.0,"Tesla,_Inc."
2009-12-04,1,1,0.0,0.0,"Tesla,_Inc."
2009-12-17,3,2,-63.333333333333336,-190.0,"Tesla,_Inc."
2009-12-22,2,2,-268.5,-537.0,"Tesla,_Inc."
2009-12-23,2,2,28.0,56.0,"Tesla,_Inc."
2009-12-30,6,2,90.83333333333333,545.0,"Tesla,_Inc."
2010-01-02,3,2,-290.6666666666667,-872.0,"Tesla,_Inc."
2010-01-06,1,1,-29.0,-29.0,"Tesla,_Inc."
2010-01-09,2,1,-14.5,-29.0,"Tesla,_Inc."
2010-01-11,1,1,0.0,0.0,"Tesla,_Inc."
2010-01-12,1,1,63.0,63.0,"Tesla,_Inc."
2010-01-23,1,1,-656.0,-656.0,"Tesla,_Inc."
2010-01-30,2,1,-25.0,-50.0,"Tesla,_Inc."
2010-01-31,3,1,-542.6666666666666,-1628.0,"Tesla,_Inc."
2010-02-04,8,1,-100.25,-802.0,"Tesla,_Inc."
2010-02-07,2,1,-5.5,-11.0,"Tesla,_Inc."
2010-02-14,1,1,-362.0,-362.0,"Tesla,_Inc."
2010-02-18,8,4,8.25,66.0,"Tesla,_Inc."
2010-02-19,6,4,37.333333333333336,224.0,"Tesla,_Inc."
2010-02-22,2,2,20.5,41.0,"Tesla,_Inc."
2010-02-26,1,1,-65.0,-65.0,"Tesla,_Inc."
2010-02-27,1,1,5.0,5.0,"Tesla,_Inc."
2010-03-04,1,1,100.0,100.0,"Tesla,_Inc."
2010-03-28,3,1,-99.0,-297.0,"Tesla,_Inc."
2010-04-04,2,2,-435.0,-870.0,"Tesla,_Inc."
2010-04-05,2,2,-253.5,-507.0,"Tesla,_Inc."
2010-04-06,2,1,-228.0,-456.0,"Tesla,_Inc."
2010-04-08,7,2,-245.85714285714286,-1721.0,"Tesla,_Inc."
2010-04-11,1,1,-1575.0,-1575.0,"Tesla,_Inc."
2010-04-12,3,2,488.3333333333333,1465.0,"Tesla,_Inc."
2010-04-20,2,1,-47.5,-95.0,"Tesla,_Inc."
2010-04-21,2,1,2.5,5.0,"Tesla,_Inc."
2010-04-22,1,1,-7.0,-7.0,"Tesla,_Inc."
2010-04-23,1,1,243.0,243.0,"Tesla,_Inc."
2010-04-25,1,1,-7.0,-7.0,"Tesla,_Inc."
2010-04-28,1,1,13.0,13.0,"Tesla,_Inc."
2010-04-29,1,1,-1.0,-1.0,"Tesla,_Inc."
2010-05-03,2,2,0.5,1.0,"Tesla,_Inc."
2010-05-04,1,1,0.0,0.0,"Tesla,_Inc."
2010-05-05,1,1,-14046.0,-14046.0,"Tesla,_Inc."
2010-05-15,3,2,4677.0,14031.0,"Tesla,_Inc."
2010-05-16,2,1,178.0,356.0,"Tesla,_Inc."
2010-05-19,1,1,-166.0,-166.0,"Tesla,_Inc."
2010-05-21,7,6,-46.57142857142857,-326.0,"Tesla,_Inc."
2010-05-22,6,5,-210.16666666666666,-1261.0,"Tesla,_Inc."
2010-05-23,2,2,-144.0,-288.0,"Tesla,_Inc."
2010-05-24,2,2,-42.0,-84.0,"Tesla,_Inc."
2010-05-25,1,1,-8.0,-8.0,"Tesla,_Inc."
2010-05-27,3,3,-189.66666666666666,-569.0,"Tesla,_Inc."
2010-05-28,3,2,-138.0,-414.0,"Tesla,_Inc."
2010-05-29,3,2,-5.333333333333333,-16.0,"Tesla,_Inc."
2010-05-30,1,1,-64.0,-64.0,"Tesla,_Inc."
2010-05-31,4,3,-29.0,-116.0,"Tesla,_Inc."
2010-06-02,4,3,-141.75,-567.0,"Tesla,_Inc."
2010-06-04,1,1,-69.0,-69.0,"Tesla,_Inc."
2010-06-05,2,2,17.0,34.0,"Tesla,_Inc."
2010-06-06,3,2,-128.66666666666666,-386.0,"Tesla,_Inc."
2010-06-07,2,2,-11.0,-22.0,"Tesla,_Inc."
2010-06-08,1,1,0.0,0.0,"Tesla,_Inc."
2010-06-12,1,1,-311.0,-311.0,"Tesla,_Inc."
2010-06-16,1,1,-49.0,-49.0,"Tesla,_Inc."
2010-06-17,1,1,-87.0,-87.0,"Tesla,_Inc."
2010-06-18,1,1,-3.0,-3.0,"Tesla,_Inc."
2010-06-19,1,1,-30.0,-30.0,"Tesla,_Inc."
2010-06-22,3,2,-173.33333333333334,-520.0,"Tesla,_Inc."
2010-06-23,1,1,0.0,0.0,"Tesla,_Inc."
2010-06-25,1,1,-230.0,-230.0,"Tesla,_Inc."
2010-06-28,2,2,-872.0,-1744.0,"Tesla,_Inc."
2010-06-29,7,4,78.57142857142857,550.0,"Tesla,_Inc."
2010-06-30,3,3,0.3333333333333333,1.0,"Tesla,_Inc."
2010-07-01,3,3,-138.66666666666666,-416.0,"Tesla,_Inc."
